"index","batch_size","dropout_rate","epochs","loss","model__activation","optimizer","optimizer__learning_rate","result"
"480","16","0.5","15","categorical_crossentropy","softmax","Adadelta","0.0001","0.5669999718666077"
"481","16","0.5","15","categorical_crossentropy","softmax","Adadelta","0.001","0.5860000252723694"
"482","16","0.5","15","categorical_crossentropy","softmax","Adadelta","0.01","0.5889999866485596"
"483","16","0.5","15","categorical_crossentropy","softmax","Adadelta","0.1","0.871999979019165"
"484","16","0.5","15","categorical_crossentropy","softmax","Adam","0.0001","0.8899999856948853"
"485","16","0.5","15","categorical_crossentropy","softmax","Adam","0.001","0.8510000109672546"
"486","16","0.5","15","categorical_crossentropy","softmax","Adam","0.01","0.6119999885559082"
"487","16","0.5","15","categorical_crossentropy","softmax","Adam","0.1","0.49399998784065247"
"488","16","0.5","15","categorical_crossentropy","softmax","Adamax","0.0001","0.7749999761581421"
"489","16","0.5","15","categorical_crossentropy","softmax","Adamax","0.001","0.8740000128746033"
"490","16","0.5","15","categorical_crossentropy","softmax","Adamax","0.01","0.859000027179718"
"491","16","0.5","15","categorical_crossentropy","softmax","Adamax","0.1","0.6819999814033508"
"492","16","0.5","15","categorical_crossentropy","softmax","Nadam","0.0001","0.8889999985694885"
"493","16","0.5","15","categorical_crossentropy","softmax","Nadam","0.001","0.8539999723434448"
"494","16","0.5","15","categorical_crossentropy","softmax","Nadam","0.01","0.7210000157356262"
"495","16","0.5","15","categorical_crossentropy","softmax","Nadam","0.1","0.5099999904632568"
"496","16","0.5","15","categorical_crossentropy","sigmoid","Adadelta","0.0001","0.503000020980835"
"497","16","0.5","15","categorical_crossentropy","sigmoid","Adadelta","0.001","0.5139999985694885"
"498","16","0.5","15","categorical_crossentropy","sigmoid","Adadelta","0.01","0.5899999737739563"
"499","16","0.5","15","categorical_crossentropy","sigmoid","Adadelta","0.1","0.8799999952316284"
"500","16","0.5","15","categorical_crossentropy","sigmoid","Adam","0.0001","0.8859999775886536"
"501","16","0.5","15","categorical_crossentropy","sigmoid","Adam","0.001","0.8550000190734863"
"502","16","0.5","15","categorical_crossentropy","sigmoid","Adam","0.01","0.7210000157356262"
"503","16","0.5","15","categorical_crossentropy","sigmoid","Adam","0.1","0.5"
"504","16","0.5","15","categorical_crossentropy","sigmoid","Adamax","0.0001","0.781000018119812"
"505","16","0.5","15","categorical_crossentropy","sigmoid","Adamax","0.001","0.8769999742507935"
"506","16","0.5","15","categorical_crossentropy","sigmoid","Adamax","0.01","0.8560000061988831"
"507","16","0.5","15","categorical_crossentropy","sigmoid","Adamax","0.1","0.6570000052452087"
"508","16","0.5","15","categorical_crossentropy","sigmoid","Nadam","0.0001","0.8790000081062317"
"509","16","0.5","15","categorical_crossentropy","sigmoid","Nadam","0.001","0.8489999771118164"
"510","16","0.5","15","categorical_crossentropy","sigmoid","Nadam","0.01","0.6669999957084656"
"511","16","0.5","15","categorical_crossentropy","sigmoid","Nadam","0.1","0.49000000953674316"
"512","16","0.6","10","binary_crossentropy","softmax","Adadelta","0.0001","0.4970000088214874"
"513","16","0.6","10","binary_crossentropy","softmax","Adadelta","0.001","0.49900001287460327"
"514","16","0.6","10","binary_crossentropy","softmax","Adadelta","0.01","0.5019999742507935"
"515","16","0.6","10","binary_crossentropy","softmax","Adadelta","0.1","0.7820000052452087"
"516","16","0.6","10","binary_crossentropy","softmax","Adam","0.0001","0.8360000252723694"
"517","16","0.6","10","binary_crossentropy","softmax","Adam","0.001","0.8619999885559082"
"518","16","0.6","10","binary_crossentropy","softmax","Adam","0.01","0.7979999780654907"
"519","16","0.6","10","binary_crossentropy","softmax","Adam","0.1","0.49399998784065247"
"520","16","0.6","10","binary_crossentropy","softmax","Adamax","0.0001","0.6190000176429749"
"521","16","0.6","10","binary_crossentropy","softmax","Adamax","0.001","0.8790000081062317"
"522","16","0.6","10","binary_crossentropy","softmax","Adamax","0.01","0.8669999837875366"
"523","16","0.6","10","binary_crossentropy","softmax","Adamax","0.1","0.6349999904632568"
"524","16","0.6","10","binary_crossentropy","softmax","Nadam","0.0001","0.8270000219345093"
"525","16","0.6","10","binary_crossentropy","softmax","Nadam","0.001","0.8709999918937683"
"526","16","0.6","10","binary_crossentropy","softmax","Nadam","0.01","0.828000009059906"
"527","16","0.6","10","binary_crossentropy","softmax","Nadam","0.1","0.49399998784065247"
"528","16","0.6","10","binary_crossentropy","sigmoid","Adadelta","0.0001","0.5019999742507935"
"529","16","0.6","10","binary_crossentropy","sigmoid","Adadelta","0.001","0.492000013589859"
"530","16","0.6","10","binary_crossentropy","sigmoid","Adadelta","0.01","0.5019999742507935"
"531","16","0.6","10","binary_crossentropy","sigmoid","Adadelta","0.1","0.7910000085830688"
"532","16","0.6","10","binary_crossentropy","sigmoid","Adam","0.0001","0.8349999785423279"
"533","16","0.6","10","binary_crossentropy","sigmoid","Adam","0.001","0.8569999933242798"
"534","16","0.6","10","binary_crossentropy","sigmoid","Adam","0.01","0.7720000147819519"
"535","16","0.6","10","binary_crossentropy","sigmoid","Adam","0.1","0.5040000081062317"
"536","16","0.6","10","binary_crossentropy","sigmoid","Adamax","0.0001","0.656000018119812"
"537","16","0.6","10","binary_crossentropy","sigmoid","Adamax","0.001","0.8799999952316284"
"538","16","0.6","10","binary_crossentropy","sigmoid","Adamax","0.01","0.8550000190734863"
"539","16","0.6","10","binary_crossentropy","sigmoid","Adamax","0.1","0.5989999771118164"
"540","16","0.6","10","binary_crossentropy","sigmoid","Nadam","0.0001","0.8299999833106995"
"541","16","0.6","10","binary_crossentropy","sigmoid","Nadam","0.001","0.8650000095367432"
"542","16","0.6","10","binary_crossentropy","sigmoid","Nadam","0.01","0.824999988079071"
"543","16","0.6","10","binary_crossentropy","sigmoid","Nadam","0.1","0.49000000953674316"
"544","16","0.6","10","categorical_crossentropy","softmax","Adadelta","0.0001","0.4880000054836273"
"545","16","0.6","10","categorical_crossentropy","softmax","Adadelta","0.001","0.515999972820282"
"546","16","0.6","10","categorical_crossentropy","softmax","Adadelta","0.01","0.5329999923706055"
"547","16","0.6","10","categorical_crossentropy","softmax","Adadelta","0.1","0.8029999732971191"
"548","16","0.6","10","categorical_crossentropy","softmax","Adam","0.0001","0.8399999737739563"
"549","16","0.6","10","categorical_crossentropy","softmax","Adam","0.001","0.8489999771118164"
"550","16","0.6","10","categorical_crossentropy","softmax","Adam","0.01","0.6669999957084656"
"551","16","0.6","10","categorical_crossentropy","softmax","Adam","0.1","0.4959999918937683"
"552","16","0.6","10","categorical_crossentropy","softmax","Adamax","0.0001","0.7379999756813049"
"553","16","0.6","10","categorical_crossentropy","softmax","Adamax","0.001","0.8899999856948853"
"554","16","0.6","10","categorical_crossentropy","softmax","Adamax","0.01","0.8619999885559082"
"555","16","0.6","10","categorical_crossentropy","softmax","Adamax","0.1","0.5490000247955322"
"556","16","0.6","10","categorical_crossentropy","softmax","Nadam","0.0001","0.8379999995231628"
"557","16","0.6","10","categorical_crossentropy","softmax","Nadam","0.001","0.8600000143051147"
"558","16","0.6","10","categorical_crossentropy","softmax","Nadam","0.01","0.7110000252723694"
"559","16","0.6","10","categorical_crossentropy","softmax","Nadam","0.1","0.4959999918937683"
"560","16","0.6","10","categorical_crossentropy","sigmoid","Adadelta","0.0001","0.45899999141693115"
"561","16","0.6","10","categorical_crossentropy","sigmoid","Adadelta","0.001","0.5509999990463257"
"562","16","0.6","10","categorical_crossentropy","sigmoid","Adadelta","0.01","0.5210000276565552"
"563","16","0.6","10","categorical_crossentropy","sigmoid","Adadelta","0.1","0.7960000038146973"
"564","16","0.6","10","categorical_crossentropy","sigmoid","Adam","0.0001","0.8399999737739563"
"565","16","0.6","10","categorical_crossentropy","sigmoid","Adam","0.001","0.8650000095367432"
"566","16","0.6","10","categorical_crossentropy","sigmoid","Adam","0.01","0.7229999899864197"
"567","16","0.6","10","categorical_crossentropy","sigmoid","Adam","0.1","0.5040000081062317"
"568","16","0.6","10","categorical_crossentropy","sigmoid","Adamax","0.0001","0.734000027179718"
"569","16","0.6","10","categorical_crossentropy","sigmoid","Adamax","0.001","0.8899999856948853"
"570","16","0.6","10","categorical_crossentropy","sigmoid","Adamax","0.01","0.8640000224113464"
"571","16","0.6","10","categorical_crossentropy","sigmoid","Adamax","0.1","0.5979999899864197"
"572","16","0.6","10","categorical_crossentropy","sigmoid","Nadam","0.0001","0.8339999914169312"
"573","16","0.6","10","categorical_crossentropy","sigmoid","Nadam","0.001","0.8679999709129333"
"574","16","0.6","10","categorical_crossentropy","sigmoid","Nadam","0.01","0.6970000267028809"
"575","16","0.6","10","categorical_crossentropy","sigmoid","Nadam","0.1","0.5"
"576","16","0.6","15","binary_crossentropy","softmax","Adadelta","0.0001","0.515999972820282"
"577","16","0.6","15","binary_crossentropy","softmax","Adadelta","0.001","0.5389999747276306"
"578","16","0.6","15","binary_crossentropy","softmax","Adadelta","0.01","0.5070000290870667"
"579","16","0.6","15","binary_crossentropy","softmax","Adadelta","0.1","0.8259999752044678"
"580","16","0.6","15","binary_crossentropy","softmax","Adam","0.0001","0.8820000290870667"
"581","16","0.6","15","binary_crossentropy","softmax","Adam","0.001","0.8539999723434448"
"582","16","0.6","15","binary_crossentropy","softmax","Adam","0.01","0.7519999742507935"
"583","16","0.6","15","binary_crossentropy","softmax","Adam","0.1","0.49000000953674316"
"584","16","0.6","15","binary_crossentropy","softmax","Adamax","0.0001","0.7429999709129333"
"585","16","0.6","15","binary_crossentropy","softmax","Adamax","0.001","0.878000020980835"
"586","16","0.6","15","binary_crossentropy","softmax","Adamax","0.01","0.8539999723434448"
"587","16","0.6","15","binary_crossentropy","softmax","Adamax","0.1","0.6840000152587891"
"588","16","0.6","15","binary_crossentropy","softmax","Nadam","0.0001","0.8880000114440918"
"589","16","0.6","15","binary_crossentropy","softmax","Nadam","0.001","0.8619999885559082"
"590","16","0.6","15","binary_crossentropy","softmax","Nadam","0.01","0.6660000085830688"
"591","16","0.6","15","binary_crossentropy","softmax","Nadam","0.1","0.49000000953674316"
"592","16","0.6","15","binary_crossentropy","sigmoid","Adadelta","0.0001","0.5049999952316284"
"593","16","0.6","15","binary_crossentropy","sigmoid","Adadelta","0.001","0.5230000019073486"
"594","16","0.6","15","binary_crossentropy","sigmoid","Adadelta","0.01","0.5070000290870667"
"595","16","0.6","15","binary_crossentropy","sigmoid","Adadelta","0.1","0.8379999995231628"
"596","16","0.6","15","binary_crossentropy","sigmoid","Adam","0.0001","0.8849999904632568"
"597","16","0.6","15","binary_crossentropy","sigmoid","Adam","0.001","0.8389999866485596"
"598","16","0.6","15","binary_crossentropy","sigmoid","Adam","0.01","0.7170000076293945"
"599","16","0.6","15","binary_crossentropy","sigmoid","Adam","0.1","0.5040000081062317"
"600","16","0.6","15","binary_crossentropy","sigmoid","Adamax","0.0001","0.7549999952316284"
"601","16","0.6","15","binary_crossentropy","sigmoid","Adamax","0.001","0.8809999823570251"
"602","16","0.6","15","binary_crossentropy","sigmoid","Adamax","0.01","0.8610000014305115"
"603","16","0.6","15","binary_crossentropy","sigmoid","Adamax","0.1","0.699999988079071"
"604","16","0.6","15","binary_crossentropy","sigmoid","Nadam","0.0001","0.8820000290870667"
"605","16","0.6","15","binary_crossentropy","sigmoid","Nadam","0.001","0.8450000286102295"
"606","16","0.6","15","binary_crossentropy","sigmoid","Nadam","0.01","0.6790000200271606"
"607","16","0.6","15","binary_crossentropy","sigmoid","Nadam","0.1","0.49000000953674316"
"608","16","0.6","15","categorical_crossentropy","softmax","Adadelta","0.0001","0.4659999907016754"
"609","16","0.6","15","categorical_crossentropy","softmax","Adadelta","0.001","0.5090000033378601"
"610","16","0.6","15","categorical_crossentropy","softmax","Adadelta","0.01","0.6309999823570251"
"611","16","0.6","15","categorical_crossentropy","softmax","Adadelta","0.1","0.8510000109672546"
"612","16","0.6","15","categorical_crossentropy","softmax","Adam","0.0001","0.8880000114440918"
"613","16","0.6","15","categorical_crossentropy","softmax","Adam","0.001","0.8560000061988831"
"614","16","0.6","15","categorical_crossentropy","softmax","Adam","0.01","0.6340000033378601"
"615","16","0.6","15","categorical_crossentropy","softmax","Adam","0.1","0.5"
"616","16","0.6","15","categorical_crossentropy","softmax","Adamax","0.0001","0.7620000243186951"
"617","16","0.6","15","categorical_crossentropy","softmax","Adamax","0.001","0.8820000290870667"
"618","16","0.6","15","categorical_crossentropy","softmax","Adamax","0.01","0.8529999852180481"
"619","16","0.6","15","categorical_crossentropy","softmax","Adamax","0.1","0.5979999899864197"
"620","16","0.6","15","categorical_crossentropy","softmax","Nadam","0.0001","0.8700000047683716"
"621","16","0.6","15","categorical_crossentropy","softmax","Nadam","0.001","0.8550000190734863"
"622","16","0.6","15","categorical_crossentropy","softmax","Nadam","0.01","0.5950000286102295"
"623","16","0.6","15","categorical_crossentropy","softmax","Nadam","0.1","0.5"
"624","16","0.6","15","categorical_crossentropy","sigmoid","Adadelta","0.0001","0.5429999828338623"
"625","16","0.6","15","categorical_crossentropy","sigmoid","Adadelta","0.001","0.5740000009536743"
"626","16","0.6","15","categorical_crossentropy","sigmoid","Adadelta","0.01","0.546999990940094"
"627","16","0.6","15","categorical_crossentropy","sigmoid","Adadelta","0.1","0.8500000238418579"
"628","16","0.6","15","categorical_crossentropy","sigmoid","Adam","0.0001","0.8799999952316284"
"629","16","0.6","15","categorical_crossentropy","sigmoid","Adam","0.001","0.8650000095367432"
"630","16","0.6","15","categorical_crossentropy","sigmoid","Adam","0.01","0.5960000157356262"
"631","16","0.6","15","categorical_crossentropy","sigmoid","Adam","0.1","0.4909999966621399"
"632","16","0.6","15","categorical_crossentropy","sigmoid","Adamax","0.0001","0.7549999952316284"
"633","16","0.6","15","categorical_crossentropy","sigmoid","Adamax","0.001","0.8849999904632568"
"634","16","0.6","15","categorical_crossentropy","sigmoid","Adamax","0.01","0.8519999980926514"
"635","16","0.6","15","categorical_crossentropy","sigmoid","Adamax","0.1","0.6570000052452087"
"636","16","0.6","15","categorical_crossentropy","sigmoid","Nadam","0.0001","0.8769999742507935"
"637","16","0.6","15","categorical_crossentropy","sigmoid","Nadam","0.001","0.8640000224113464"
"638","16","0.6","15","categorical_crossentropy","sigmoid","Nadam","0.01","0.6029999852180481"
"639","16","0.6","15","categorical_crossentropy","sigmoid","Nadam","0.1","0.49399998784065247"
"640","32","0.2","10","binary_crossentropy","softmax","Adadelta","0.0001","0.5139999985694885"
"641","32","0.2","10","binary_crossentropy","softmax","Adadelta","0.001","0.4440000057220459"
"642","32","0.2","10","binary_crossentropy","softmax","Adadelta","0.01","0.503000020980835"
"643","32","0.2","10","binary_crossentropy","softmax","Adadelta","0.1","0.7599999904632568"
"644","32","0.2","10","binary_crossentropy","softmax","Adam","0.0001","0.8799999952316284"
"645","32","0.2","10","binary_crossentropy","softmax","Adam","0.001","0.8389999866485596"
"646","32","0.2","10","binary_crossentropy","softmax","Adam","0.01","0.8389999866485596"
"647","32","0.2","10","binary_crossentropy","softmax","Adam","0.1","0.49000000953674316"
"648","32","0.2","10","binary_crossentropy","softmax","Adamax","0.0001","0.75"
"649","32","0.2","10","binary_crossentropy","softmax","Adamax","0.001","0.8830000162124634"
"650","32","0.2","10","binary_crossentropy","softmax","Adamax","0.01","0.8510000109672546"
"651","32","0.2","10","binary_crossentropy","softmax","Adamax","0.1","0.7239999771118164"
"652","32","0.2","10","binary_crossentropy","softmax","Nadam","0.0001","0.8799999952316284"
"653","32","0.2","10","binary_crossentropy","softmax","Nadam","0.001","0.8650000095367432"
"654","32","0.2","10","binary_crossentropy","softmax","Nadam","0.01","0.8270000219345093"
"655","32","0.2","10","binary_crossentropy","softmax","Nadam","0.1","0.5"
"656","32","0.2","10","binary_crossentropy","sigmoid","Adadelta","0.0001","0.4880000054836273"
"657","32","0.2","10","binary_crossentropy","sigmoid","Adadelta","0.001","0.49300000071525574"
"658","32","0.2","10","binary_crossentropy","sigmoid","Adadelta","0.01","0.503000020980835"
"659","32","0.2","10","binary_crossentropy","sigmoid","Adadelta","0.1","0.765999972820282"
"660","32","0.2","10","binary_crossentropy","sigmoid","Adam","0.0001","0.8650000095367432"
"661","32","0.2","10","binary_crossentropy","sigmoid","Adam","0.001","0.8560000061988831"
"662","32","0.2","10","binary_crossentropy","sigmoid","Adam","0.01","0.8309999704360962"
"663","32","0.2","10","binary_crossentropy","sigmoid","Adam","0.1","0.5720000267028809"
"664","32","0.2","10","binary_crossentropy","sigmoid","Adamax","0.0001","0.7580000162124634"
"665","32","0.2","10","binary_crossentropy","sigmoid","Adamax","0.001","0.8799999952316284"
"666","32","0.2","10","binary_crossentropy","sigmoid","Adamax","0.01","0.859000027179718"
"667","32","0.2","10","binary_crossentropy","sigmoid","Adamax","0.1","0.6729999780654907"
"668","32","0.2","10","binary_crossentropy","sigmoid","Nadam","0.0001","0.8799999952316284"
"669","32","0.2","10","binary_crossentropy","sigmoid","Nadam","0.001","0.8709999918937683"
"670","32","0.2","10","binary_crossentropy","sigmoid","Nadam","0.01","0.8479999899864197"
"671","32","0.2","10","binary_crossentropy","sigmoid","Nadam","0.1","0.5"
"672","32","0.2","10","categorical_crossentropy","softmax","Adadelta","0.0001","0.48899999260902405"
"673","32","0.2","10","categorical_crossentropy","softmax","Adadelta","0.001","0.5329999923706055"
"674","32","0.2","10","categorical_crossentropy","softmax","Adadelta","0.01","0.5339999794960022"
"675","32","0.2","10","categorical_crossentropy","softmax","Adadelta","0.1","0.8040000200271606"
"676","32","0.2","10","categorical_crossentropy","softmax","Adam","0.0001","0.8790000081062317"
"677","32","0.2","10","categorical_crossentropy","softmax","Adam","0.001","0.8539999723434448"
"678","32","0.2","10","categorical_crossentropy","softmax","Adam","0.01","0.8379999995231628"
"679","32","0.2","10","categorical_crossentropy","softmax","Adam","0.1","0.5049999952316284"
"680","32","0.2","10","categorical_crossentropy","softmax","Adamax","0.0001","0.7699999809265137"
"681","32","0.2","10","categorical_crossentropy","softmax","Adamax","0.001","0.8830000162124634"
"682","32","0.2","10","categorical_crossentropy","softmax","Adamax","0.01","0.8659999966621399"
"683","32","0.2","10","categorical_crossentropy","softmax","Adamax","0.1","0.7089999914169312"
"684","32","0.2","10","categorical_crossentropy","softmax","Nadam","0.0001","0.8769999742507935"
"685","32","0.2","10","categorical_crossentropy","softmax","Nadam","0.001","0.871999979019165"
"686","32","0.2","10","categorical_crossentropy","softmax","Nadam","0.01","0.8309999704360962"
"687","32","0.2","10","categorical_crossentropy","softmax","Nadam","0.1","0.4959999918937683"
"688","32","0.2","10","categorical_crossentropy","sigmoid","Adadelta","0.0001","0.4959999918937683"
"689","32","0.2","10","categorical_crossentropy","sigmoid","Adadelta","0.001","0.5490000247955322"
"690","32","0.2","10","categorical_crossentropy","sigmoid","Adadelta","0.01","0.5519999861717224"
"691","32","0.2","10","categorical_crossentropy","sigmoid","Adadelta","0.1","0.8069999814033508"
"692","32","0.2","10","categorical_crossentropy","sigmoid","Adam","0.0001","0.8759999871253967"
"693","32","0.2","10","categorical_crossentropy","sigmoid","Adam","0.001","0.8690000176429749"
"694","32","0.2","10","categorical_crossentropy","sigmoid","Adam","0.01","0.8389999866485596"
"695","32","0.2","10","categorical_crossentropy","sigmoid","Adam","0.1","0.5379999876022339"
"696","32","0.2","10","categorical_crossentropy","sigmoid","Adamax","0.0001","0.7689999938011169"
"697","32","0.2","10","categorical_crossentropy","sigmoid","Adamax","0.001","0.871999979019165"
"698","32","0.2","10","categorical_crossentropy","sigmoid","Adamax","0.01","0.8690000176429749"
"699","32","0.2","10","categorical_crossentropy","sigmoid","Adamax","0.1","0.6499999761581421"
"700","32","0.2","10","categorical_crossentropy","sigmoid","Nadam","0.0001","0.8790000081062317"
"701","32","0.2","10","categorical_crossentropy","sigmoid","Nadam","0.001","0.8619999885559082"
"702","32","0.2","10","categorical_crossentropy","sigmoid","Nadam","0.01","0.8450000286102295"
"703","32","0.2","10","categorical_crossentropy","sigmoid","Nadam","0.1","0.5019999742507935"
"704","32","0.2","15","binary_crossentropy","softmax","Adadelta","0.0001","0.5339999794960022"
"705","32","0.2","15","binary_crossentropy","softmax","Adadelta","0.001","0.5199999809265137"
"706","32","0.2","15","binary_crossentropy","softmax","Adadelta","0.01","0.5260000228881836"
"707","32","0.2","15","binary_crossentropy","softmax","Adadelta","0.1","0.7960000038146973"
"708","32","0.2","15","binary_crossentropy","softmax","Adam","0.0001","0.8899999856948853"
"709","32","0.2","15","binary_crossentropy","softmax","Adam","0.001","0.8560000061988831"
"710","32","0.2","15","binary_crossentropy","softmax","Adam","0.01","0.8209999799728394"
"711","32","0.2","15","binary_crossentropy","softmax","Adam","0.1","0.49000000953674316"
"712","32","0.2","15","binary_crossentropy","softmax","Adamax","0.0001","0.7879999876022339"
"713","32","0.2","15","binary_crossentropy","softmax","Adamax","0.001","0.871999979019165"
"714","32","0.2","15","binary_crossentropy","softmax","Adamax","0.01","0.8519999980926514"
"715","32","0.2","15","binary_crossentropy","softmax","Adamax","0.1","0.7609999775886536"
"716","32","0.2","15","binary_crossentropy","softmax","Nadam","0.0001","0.8930000066757202"
"717","32","0.2","15","binary_crossentropy","softmax","Nadam","0.001","0.8619999885559082"
"718","32","0.2","15","binary_crossentropy","softmax","Nadam","0.01","0.8389999866485596"
"719","32","0.2","15","binary_crossentropy","softmax","Nadam","0.1","0.49399998784065247"
"720","32","0.2","15","binary_crossentropy","sigmoid","Adadelta","0.0001","0.5090000033378601"
"721","32","0.2","15","binary_crossentropy","sigmoid","Adadelta","0.001","0.503000020980835"
"722","32","0.2","15","binary_crossentropy","sigmoid","Adadelta","0.01","0.5109999775886536"
"723","32","0.2","15","binary_crossentropy","sigmoid","Adadelta","0.1","0.7910000085830688"
"724","32","0.2","15","binary_crossentropy","sigmoid","Adam","0.0001","0.890999972820282"
"725","32","0.2","15","binary_crossentropy","sigmoid","Adam","0.001","0.8550000190734863"
"726","32","0.2","15","binary_crossentropy","sigmoid","Adam","0.01","0.8379999995231628"
"727","32","0.2","15","binary_crossentropy","sigmoid","Adam","0.1","0.5"
"728","32","0.2","15","binary_crossentropy","sigmoid","Adamax","0.0001","0.7979999780654907"
"729","32","0.2","15","binary_crossentropy","sigmoid","Adamax","0.001","0.871999979019165"
"730","32","0.2","15","binary_crossentropy","sigmoid","Adamax","0.01","0.8529999852180481"
"731","32","0.2","15","binary_crossentropy","sigmoid","Adamax","0.1","0.7730000019073486"
"732","32","0.2","15","binary_crossentropy","sigmoid","Nadam","0.0001","0.8920000195503235"
"733","32","0.2","15","binary_crossentropy","sigmoid","Nadam","0.001","0.8619999885559082"
"734","32","0.2","15","binary_crossentropy","sigmoid","Nadam","0.01","0.8460000157356262"
"735","32","0.2","15","binary_crossentropy","sigmoid","Nadam","0.1","0.4959999918937683"
"736","32","0.2","15","categorical_crossentropy","softmax","Adadelta","0.0001","0.4830000102519989"
"737","32","0.2","15","categorical_crossentropy","softmax","Adadelta","0.001","0.5019999742507935"
"738","32","0.2","15","categorical_crossentropy","softmax","Adadelta","0.01","0.5640000104904175"
"739","32","0.2","15","categorical_crossentropy","softmax","Adadelta","0.1","0.8500000238418579"
"740","32","0.2","15","categorical_crossentropy","softmax","Adam","0.0001","0.8809999823570251"
"741","32","0.2","15","categorical_crossentropy","softmax","Adam","0.001","0.8610000014305115"
"742","32","0.2","15","categorical_crossentropy","softmax","Adam","0.01","0.8330000042915344"
"743","32","0.2","15","categorical_crossentropy","softmax","Adam","0.1","0.4959999918937683"
"744","32","0.2","15","categorical_crossentropy","softmax","Adamax","0.0001","0.8080000281333923"
"745","32","0.2","15","categorical_crossentropy","softmax","Adamax","0.001","0.878000020980835"
"746","32","0.2","15","categorical_crossentropy","softmax","Adamax","0.01","0.8539999723434448"
"747","32","0.2","15","categorical_crossentropy","softmax","Adamax","0.1","0.6259999871253967"
"748","32","0.2","15","categorical_crossentropy","softmax","Nadam","0.0001","0.8859999775886536"
"749","32","0.2","15","categorical_crossentropy","softmax","Nadam","0.001","0.8640000224113464"
"750","32","0.2","15","categorical_crossentropy","softmax","Nadam","0.01","0.8159999847412109"
"751","32","0.2","15","categorical_crossentropy","softmax","Nadam","0.1","0.5099999904632568"
"752","32","0.2","15","categorical_crossentropy","sigmoid","Adadelta","0.0001","0.5049999952316284"
"753","32","0.2","15","categorical_crossentropy","sigmoid","Adadelta","0.001","0.5320000052452087"
"754","32","0.2","15","categorical_crossentropy","sigmoid","Adadelta","0.01","0.5410000085830688"
"755","32","0.2","15","categorical_crossentropy","sigmoid","Adadelta","0.1","0.8529999852180481"
"756","32","0.2","15","categorical_crossentropy","sigmoid","Adam","0.0001","0.8830000162124634"
"757","32","0.2","15","categorical_crossentropy","sigmoid","Adam","0.001","0.8579999804496765"
"758","32","0.2","15","categorical_crossentropy","sigmoid","Adam","0.01","0.8169999718666077"
"759","32","0.2","15","categorical_crossentropy","sigmoid","Adam","0.1","0.5099999904632568"
"760","32","0.2","15","categorical_crossentropy","sigmoid","Adamax","0.0001","0.8019999861717224"
"761","32","0.2","15","categorical_crossentropy","sigmoid","Adamax","0.001","0.8709999918937683"
"762","32","0.2","15","categorical_crossentropy","sigmoid","Adamax","0.01","0.8529999852180481"
"763","32","0.2","15","categorical_crossentropy","sigmoid","Adamax","0.1","0.5920000076293945"
"764","32","0.2","15","categorical_crossentropy","sigmoid","Nadam","0.0001","0.8849999904632568"
"765","32","0.2","15","categorical_crossentropy","sigmoid","Nadam","0.001","0.8659999966621399"
"766","32","0.2","15","categorical_crossentropy","sigmoid","Nadam","0.01","0.8230000138282776"
"767","32","0.2","15","categorical_crossentropy","sigmoid","Nadam","0.1","0.4959999918937683"
"768","32","0.3","10","binary_crossentropy","softmax","Adadelta","0.0001","0.5289999842643738"
"769","32","0.3","10","binary_crossentropy","softmax","Adadelta","0.001","0.5230000019073486"
"770","32","0.3","10","binary_crossentropy","softmax","Adadelta","0.01","0.5040000081062317"
"771","32","0.3","10","binary_crossentropy","softmax","Adadelta","0.1","0.7689999938011169"
"772","32","0.3","10","binary_crossentropy","softmax","Adam","0.0001","0.8640000224113464"
"773","32","0.3","10","binary_crossentropy","softmax","Adam","0.001","0.8550000190734863"
"774","32","0.3","10","binary_crossentropy","softmax","Adam","0.01","0.8360000252723694"
"775","32","0.3","10","binary_crossentropy","softmax","Adam","0.1","0.4959999918937683"
"776","32","0.3","10","binary_crossentropy","softmax","Adamax","0.0001","0.6980000138282776"
"777","32","0.3","10","binary_crossentropy","softmax","Adamax","0.001","0.8830000162124634"
"778","32","0.3","10","binary_crossentropy","softmax","Adamax","0.01","0.8550000190734863"
"779","32","0.3","10","binary_crossentropy","softmax","Adamax","0.1","0.6850000023841858"
"780","32","0.3","10","binary_crossentropy","softmax","Nadam","0.0001","0.871999979019165"
"781","32","0.3","10","binary_crossentropy","softmax","Nadam","0.001","0.8560000061988831"
"782","32","0.3","10","binary_crossentropy","softmax","Nadam","0.01","0.8460000157356262"
"783","32","0.3","10","binary_crossentropy","softmax","Nadam","0.1","0.5"
"784","32","0.3","10","binary_crossentropy","sigmoid","Adadelta","0.0001","0.49399998784065247"
"785","32","0.3","10","binary_crossentropy","sigmoid","Adadelta","0.001","0.5210000276565552"
"786","32","0.3","10","binary_crossentropy","sigmoid","Adadelta","0.01","0.5120000243186951"
"787","32","0.3","10","binary_crossentropy","sigmoid","Adadelta","0.1","0.7620000243186951"
"788","32","0.3","10","binary_crossentropy","sigmoid","Adam","0.0001","0.8700000047683716"
"789","32","0.3","10","binary_crossentropy","sigmoid","Adam","0.001","0.8640000224113464"
"790","32","0.3","10","binary_crossentropy","sigmoid","Adam","0.01","0.8320000171661377"
"791","32","0.3","10","binary_crossentropy","sigmoid","Adam","0.1","0.4959999918937683"
"792","32","0.3","10","binary_crossentropy","sigmoid","Adamax","0.0001","0.7049999833106995"
