epoch,accuracy,loss,precision_14,recall_14,val_accuracy,val_loss,val_precision_14,val_recall_14
0,0.5016666650772095,0.2441583275794983,0.6875,0.0061111110262572765,0.5116666555404663,0.24303537607192993,0.9375,0.02500000037252903
1,0.5311111211776733,0.2367721050977707,0.8414633870124817,0.07666666805744171,0.6549999713897705,0.23597455024719238,0.8780487775802612,0.36000001430511475
2,0.6399999856948853,0.22734495997428894,0.8378016352653503,0.3472222089767456,0.7383333444595337,0.2246529906988144,0.8264840245246887,0.6033333539962769
3,0.7383333444595337,0.21182169020175934,0.8225563764572144,0.6077777743339539,0.7599999904632568,0.20821402966976166,0.7599999904632568,0.7599999904632568
4,0.7722222208976746,0.1909855157136917,0.7878965735435486,0.7450000047683716,0.7691666483879089,0.18738953769207,0.7592295408248901,0.7883333563804626
5,0.7822222113609314,0.17119552195072174,0.7794279456138611,0.7872222065925598,0.7791666388511658,0.16873809695243835,0.7892918586730957,0.7616666555404663
6,0.7922222018241882,0.1573653221130371,0.7965050935745239,0.7850000262260437,0.7891666889190674,0.15794414281845093,0.7925801277160645,0.7833333611488342
7,0.7963888645172119,0.1484309434890747,0.7975460290908813,0.7944444417953491,0.8008333444595337,0.15068261325359344,0.8172231912612915,0.7749999761581421
8,0.79666668176651,0.14361822605133057,0.8027210831642151,0.7866666913032532,0.8008333444595337,0.14624232053756714,0.8117443919181824,0.7833333611488342
9,0.809166669845581,0.1381206512451172,0.8181818127632141,0.7950000166893005,0.8041666746139526,0.14248639345169067,0.8241562843322754,0.7733333110809326
10,0.8172222375869751,0.1351146548986435,0.8323631882667542,0.7944444417953491,0.8033333420753479,0.13995260000228882,0.8159722089767456,0.7833333611488342
11,0.8213889002799988,0.1292923390865326,0.833045482635498,0.8038889169692993,0.8066666722297668,0.13763262331485748,0.817241370677948,0.7900000214576721
12,0.823888897895813,0.12798626720905304,0.835829496383667,0.8061110973358154,0.815833330154419,0.1349511742591858,0.8342151641845703,0.7883333563804626
13,0.8302778005599976,0.12262487411499023,0.8418631553649902,0.8133333325386047,0.8274999856948853,0.1323961317539215,0.8605504631996155,0.7816666960716248
14,0.8399999737739563,0.12078704684972763,0.8521288633346558,0.8227777481079102,0.8224999904632568,0.13064327836036682,0.8449198007583618,0.7900000214576721
15,0.8377777934074402,0.11972403526306152,0.8534883856773376,0.8155555725097656,0.8333333134651184,0.12859521806240082,0.8663003444671631,0.7883333563804626
16,0.8486111164093018,0.11554065346717834,0.8702064752578735,0.8194444179534912,0.8308333158493042,0.1271173655986786,0.8513274192810059,0.8016666769981384
17,0.8525000214576721,0.1128988191485405,0.8665511012077332,0.8333333134651184,0.8391666412353516,0.12501934170722961,0.8761552572250366,0.7900000214576721
18,0.8580555319786072,0.10976199060678482,0.878005862236023,0.8316666483879089,0.8433333039283752,0.12328475713729858,0.8800737857818604,0.7950000166893005
19,0.85916668176651,0.10845501720905304,0.875217616558075,0.8377777934074402,0.840833306312561,0.12216523289680481,0.8658318519592285,0.8066666722297668
20,0.867222249507904,0.1046949177980423,0.886549711227417,0.8422222137451172,0.846666693687439,0.12025730311870575,0.9031007885932922,0.7766666412353516
21,0.866944432258606,0.10396925359964371,0.8851311802864075,0.8433333039283752,0.8516666889190674,0.11831436306238174,0.896616518497467,0.7950000166893005
22,0.8772222399711609,0.09927499294281006,0.8966121673583984,0.8527777791023254,0.8525000214576721,0.11701924353837967,0.9106796383857727,0.7816666960716248
23,0.8766666650772095,0.09828124195337296,0.9016587734222412,0.8455555438995361,0.8483333587646484,0.11768924444913864,0.8566552996635437,0.8366666436195374
24,0.8805555701255798,0.09600979834794998,0.8996499180793762,0.8566666841506958,0.8575000166893005,0.1137852594256401,0.8950276374816895,0.8100000023841858
25,0.8866666555404663,0.09269533306360245,0.911347508430481,0.8566666841506958,0.85916668176651,0.11399078369140625,0.8760907649993896,0.8366666436195374
26,0.8947222232818604,0.08913078159093857,0.9186800122261047,0.8661110997200012,0.8666666746139526,0.11104056984186172,0.9135338068008423,0.8100000023841858
27,0.8930555582046509,0.0873647928237915,0.9149560332298279,0.8666666746139526,0.8658333420753479,0.10969790071249008,0.9102803468704224,0.8116666674613953
28,0.8955555558204651,0.08500206470489502,0.9134727120399475,0.8738889098167419,0.8691666722297668,0.1090468242764473,0.923518180847168,0.8050000071525574
29,0.8972222208976746,0.08353932201862335,0.9152148962020874,0.8755555748939514,0.8650000095367432,0.10765151679515839,0.901098906993866,0.8199999928474426
30,0.9016666412353516,0.08204125612974167,0.9188876152038574,0.8811110854148865,0.8633333444595337,0.10628920048475266,0.9007353186607361,0.8166666626930237
31,0.9063888788223267,0.07864478975534439,0.9260337948799133,0.8833333253860474,0.8700000047683716,0.10498251020908356,0.915730357170105,0.8149999976158142
32,0.9083333611488342,0.0765766054391861,0.9288214445114136,0.8844444155693054,0.8733333349227905,0.10396675020456314,0.9242424368858337,0.8133333325386047
33,0.9125000238418579,0.07393703609704971,0.9334501028060913,0.8883333206176758,0.871666669845581,0.10292726755142212,0.9207547307014465,0.8133333325386047
34,0.9127777814865112,0.07280129194259644,0.9350116848945618,0.8872222304344177,0.8675000071525574,0.10339918732643127,0.8916518688201904,0.8366666436195374
35,0.914722204208374,0.07213462144136429,0.935276985168457,0.8911111354827881,0.8700000047683716,0.10198993235826492,0.897849440574646,0.8349999785423279
36,0.9208333492279053,0.06853452324867249,0.937103271484375,0.902222216129303,0.8741666674613953,0.1006624698638916,0.9243856072425842,0.8149999976158142
