epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
14,0.835277795791626,0.3904328942298889,0.835277795791626,0.835277795791626,0.8274999856948853,0.41109994053840637,0.8274999856948853,0.8274999856948853
15,0.8366666436195374,0.38648372888565063,0.8366666436195374,0.8366666436195374,0.8266666531562805,0.40482065081596375,0.8266666531562805,0.8266666531562805
16,0.8444444537162781,0.3739948570728302,0.8444444537162781,0.8444444537162781,0.8274999856948853,0.3984431326389313,0.8274999856948853,0.8274999856948853
17,0.847777783870697,0.3673267364501953,0.847777783870697,0.847777783870697,0.8291666507720947,0.39256489276885986,0.8291666507720947,0.8291666507720947
18,0.8513888716697693,0.3616963028907776,0.8513888716697693,0.8513888716697693,0.8316666483879089,0.38771888613700867,0.8316666483879089,0.8316666483879089
19,0.8608333468437195,0.3477489948272705,0.8608333468437195,0.8608333468437195,0.8299999833106995,0.3851800262928009,0.8299999833106995,0.8299999833106995
20,0.862500011920929,0.33730360865592957,0.862500011920929,0.862500011920929,0.8416666388511658,0.3775859773159027,0.8416666388511658,0.8416666388511658
21,0.8658333420753479,0.33423346281051636,0.8658333420753479,0.8658333420753479,0.8441666960716248,0.37234950065612793,0.8441666960716248,0.8441666960716248
22,0.8686110973358154,0.3265843689441681,0.8686110973358154,0.8686110973358154,0.8508333563804626,0.3681303560733795,0.8508333563804626,0.8508333563804626
23,0.8774999976158142,0.3169477880001068,0.8774999976158142,0.8774999976158142,0.8374999761581421,0.3699234127998352,0.8374999761581421,0.8374999761581421
24,0.8761110901832581,0.3071281313896179,0.8761110901832581,0.8761110901832581,0.8483333587646484,0.359480082988739,0.8483333587646484,0.8483333587646484
25,0.8883333206176758,0.300628125667572,0.8883333206176758,0.8883333206176758,0.8516666889190674,0.35696274042129517,0.8516666889190674,0.8516666889190674
26,0.8877778053283691,0.2902757227420807,0.8877778053283691,0.8877778053283691,0.8525000214576721,0.35168346762657166,0.8525000214576721,0.8525000214576721
27,0.8894444704055786,0.28640446066856384,0.8894444704055786,0.8894444704055786,0.8525000214576721,0.3481109142303467,0.8525000214576721,0.8525000214576721
28,0.8919444680213928,0.2835911214351654,0.8919444680213928,0.8919444680213928,0.8566666841506958,0.34587010741233826,0.8566666841506958,0.8566666841506958
29,0.8927778005599976,0.276676744222641,0.8927778005599976,0.8927778005599976,0.8483333587646484,0.34744223952293396,0.8483333587646484,0.8483333587646484
30,0.8999999761581421,0.27007827162742615,0.8999999761581421,0.8999999761581421,0.8533333539962769,0.34253302216529846,0.8533333539962769,0.8533333539962769
31,0.9011111259460449,0.2604060769081116,0.9011111259460449,0.9011111259460449,0.8641666769981384,0.33659350872039795,0.8641666769981384,0.8641666769981384
32,0.910277783870697,0.24756748974323273,0.910277783870697,0.910277783870697,0.8675000071525574,0.33440858125686646,0.8675000071525574,0.8675000071525574
33,0.9075000286102295,0.2524763345718384,0.9075000286102295,0.9075000286102295,0.8566666841506958,0.33568570017814636,0.8566666841506958,0.8566666841506958
34,0.9119444489479065,0.23919910192489624,0.9119444489479065,0.9119444489479065,0.8575000166893005,0.3324775993824005,0.8575000166893005,0.8575000166893005
35,0.9116666913032532,0.23911108076572418,0.9116666913032532,0.9116666913032532,0.871666669845581,0.3259170353412628,0.871666669845581,0.871666669845581
36,0.9183333516120911,0.23158381879329681,0.9183333516120911,0.9183333516120911,0.8691666722297668,0.3255962133407593,0.8691666722297668,0.8691666722297668
37,0.9138888716697693,0.2263166457414627,0.9138888716697693,0.9138888716697693,0.8691666722297668,0.32360559701919556,0.8691666722297668,0.8691666722297668
38,0.9233333468437195,0.21854887902736664,0.9233333468437195,0.9233333468437195,0.8733333349227905,0.32042303681373596,0.8733333349227905,0.8733333349227905
39,0.9213888645172119,0.218509703874588,0.9213888645172119,0.9213888645172119,0.871666669845581,0.31721261143684387,0.871666669845581,0.871666669845581
40,0.9286110997200012,0.20786899328231812,0.9286110997200012,0.9286110997200012,0.8733333349227905,0.31484532356262207,0.8733333349227905,0.8733333349227905
41,0.9258333444595337,0.20310699939727783,0.9258333444595337,0.9258333444595337,0.8658333420753479,0.31751418113708496,0.8658333420753479,0.8658333420753479
42,0.9316666722297668,0.19389215111732483,0.9316666722297668,0.9316666722297668,0.875,0.31205958127975464,0.875,0.875
43,0.9358333349227905,0.18583376705646515,0.9358333349227905,0.9358333349227905,0.875,0.31224194169044495,0.875,0.875
44,0.9386110901832581,0.1828659623861313,0.9386110901832581,0.9386110901832581,0.8766666650772095,0.3092789351940155,0.8766666650772095,0.8766666650772095
45,0.9394444227218628,0.17577020823955536,0.9394444227218628,0.9394444227218628,0.871666669845581,0.30694344639778137,0.871666669845581,0.871666669845581
46,0.9402777552604675,0.17358648777008057,0.9402777552604675,0.9402777552604675,0.8725000023841858,0.3053399324417114,0.8725000023841858,0.8725000023841858
47,0.9469444155693054,0.16164039075374603,0.9469444155693054,0.9469444155693054,0.871666669845581,0.3050079941749573,0.871666669845581,0.871666669845581
48,0.9447222352027893,0.16663730144500732,0.9447222352027893,0.9447222352027893,0.8708333373069763,0.3176218569278717,0.8708333373069763,0.8708333373069763
49,0.9491666555404663,0.15395130217075348,0.9491666555404663,0.9491666555404663,0.8700000047683716,0.3008177578449249,0.8700000047683716,0.8700000047683716
50,0.9522222280502319,0.14788290858268738,0.9522222280502319,0.9522222280502319,0.8725000023841858,0.3058246076107025,0.8725000023841858,0.8725000023841858
0,0.5327777862548828,0.6827626824378967,0.5327777862548828,0.5327777862548828,0.5208333134651184,0.6777056455612183,0.5208333134651184,0.5208333134651184
1,0.585277795791626,0.6616938710212708,0.585277795791626,0.585277795791626,0.6416666507720947,0.6593210697174072,0.6416666507720947,0.6416666507720947
2,0.695555567741394,0.6325623393058777,0.695555567741394,0.695555567741394,0.7408333420753479,0.6286656856536865,0.7408333420753479,0.7408333420753479
3,0.75,0.5927125215530396,0.75,0.75,0.7566666603088379,0.582493782043457,0.7566666603088379,0.7566666603088379
4,0.7599999904632568,0.5449320077896118,0.7599999904632568,0.7599999904632568,0.7699999809265137,0.5340486764907837,0.7699999809265137,0.7699999809265137
5,0.7797222137451172,0.4991963803768158,0.7797222137451172,0.7797222137451172,0.7825000286102295,0.49750202894210815,0.7825000286102295,0.7825000286102295
6,0.7919444441795349,0.4735732674598694,0.7919444441795349,0.7919444441795349,0.7900000214576721,0.4739852249622345,0.7900000214576721,0.7900000214576721
7,0.7977777719497681,0.4539123475551605,0.7977777719497681,0.7977777719497681,0.7975000143051147,0.4590841233730316,0.7975000143051147,0.7975000143051147
8,0.8038889169692993,0.44173964858055115,0.8038889169692993,0.8038889169692993,0.8033333420753479,0.4474506676197052,0.8033333420753479,0.8033333420753479
9,0.8086110949516296,0.4306485950946808,0.8086110949516296,0.8086110949516296,0.8125,0.4391617774963379,0.8125,0.8125
10,0.816944420337677,0.4219883978366852,0.816944420337677,0.816944420337677,0.8108333349227905,0.43056437373161316,0.8108333349227905,0.8108333349227905
11,0.8199999928474426,0.41018080711364746,0.8199999928474426,0.8199999928474426,0.8174999952316284,0.4234835207462311,0.8174999952316284,0.8174999952316284
12,0.8236111402511597,0.4011978507041931,0.8236111402511597,0.8236111402511597,0.8166666626930237,0.4170301556587219,0.8166666626930237,0.8166666626930237
13,0.831944465637207,0.39077460765838623,0.831944465637207,0.831944465637207,0.8266666531562805,0.41115227341651917,0.8266666531562805,0.8266666531562805
14,0.8316666483879089,0.38413751125335693,0.8316666483879089,0.8316666483879089,0.8291666507720947,0.40521878004074097,0.8291666507720947,0.8291666507720947
15,0.8436111211776733,0.3768158257007599,0.8436111211776733,0.8436111211776733,0.8366666436195374,0.3998521566390991,0.8366666436195374,0.8366666436195374
16,0.8447222113609314,0.3656498193740845,0.8447222113609314,0.8447222113609314,0.8366666436195374,0.3943592309951782,0.8366666436195374,0.8366666436195374
17,0.8491666913032532,0.3612041175365448,0.8491666913032532,0.8491666913032532,0.8416666388511658,0.38920459151268005,0.8416666388511658,0.8416666388511658
18,0.852222204208374,0.35575518012046814,0.852222204208374,0.852222204208374,0.8433333039283752,0.38438311219215393,0.8433333039283752,0.8433333039283752
19,0.8619444370269775,0.3459185063838959,0.8619444370269775,0.8619444370269775,0.8441666960716248,0.38059675693511963,0.8441666960716248,0.8441666960716248
20,0.8605555295944214,0.3348683714866638,0.8605555295944214,0.8605555295944214,0.8391666412353516,0.37579038739204407,0.8391666412353516,0.8391666412353516
21,0.8616666793823242,0.33249279856681824,0.8616666793823242,0.8616666793823242,0.8433333039283752,0.3713412582874298,0.8433333039283752,0.8433333039283752
22,0.875,0.32268258929252625,0.875,0.875,0.8458333611488342,0.36597034335136414,0.8458333611488342,0.8458333611488342
23,0.8813889026641846,0.3105980157852173,0.8813889026641846,0.8813889026641846,0.8500000238418579,0.3632719814777374,0.8500000238418579,0.8500000238418579
24,0.8786110877990723,0.3055973947048187,0.8786110877990723,0.8786110877990723,0.8550000190734863,0.35687246918678284,0.8550000190734863,0.8550000190734863
25,0.886388897895813,0.2976778447628021,0.886388897895813,0.886388897895813,0.8533333539962769,0.354726642370224,0.8533333539962769,0.8533333539962769
26,0.8866666555404663,0.2908612787723541,0.8866666555404663,0.8866666555404663,0.8600000143051147,0.3483932614326477,0.8600000143051147,0.8600000143051147
27,0.8958333134651184,0.2797561287879944,0.8958333134651184,0.8958333134651184,0.85916668176651,0.34427720308303833,0.85916668176651,0.85916668176651
28,0.8980555534362793,0.27595189213752747,0.8980555534362793,0.8980555534362793,0.8658333420753479,0.34225645661354065,0.8658333420753479,0.8658333420753479
29,0.8930555582046509,0.2747494876384735,0.8930555582046509,0.8930555582046509,0.8575000166893005,0.3388828635215759,0.8575000166893005,0.8575000166893005
30,0.9038888812065125,0.2618260085582733,0.9038888812065125,0.9038888812065125,0.8575000166893005,0.33725830912590027,0.8575000166893005,0.8575000166893005
31,0.9005555510520935,0.26179763674736023,0.9005555510520935,0.9005555510520935,0.8666666746139526,0.3315128684043884,0.8666666746139526,0.8666666746139526
32,0.9027777910232544,0.2505713701248169,0.9027777910232544,0.9027777910232544,0.8708333373069763,0.3299869894981384,0.8708333373069763,0.8708333373069763
33,0.909166693687439,0.2425026148557663,0.909166693687439,0.909166693687439,0.8658333420753479,0.3264337480068207,0.8658333420753479,0.8658333420753479
34,0.9100000262260437,0.2393404245376587,0.9100000262260437,0.9100000262260437,0.8633333444595337,0.3244074285030365,0.8633333444595337,0.8633333444595337
35,0.9141666889190674,0.22807002067565918,0.9141666889190674,0.9141666889190674,0.8708333373069763,0.32126694917678833,0.8708333373069763,0.8708333373069763
36,0.9177777767181396,0.22706125676631927,0.9177777767181396,0.9177777767181396,0.8733333349227905,0.32250726222991943,0.8733333349227905,0.8733333349227905
37,0.9208333492279053,0.21988964080810547,0.9208333492279053,0.9208333492279053,0.875,0.316514253616333,0.875,0.875
38,0.9208333492279053,0.2109905183315277,0.9208333492279053,0.9208333492279053,0.8733333349227905,0.3160684108734131,0.8733333349227905,0.8733333349227905
39,0.9263888597488403,0.20964297652244568,0.9263888597488403,0.9263888597488403,0.8733333349227905,0.3124772608280182,0.8733333349227905,0.8733333349227905
40,0.9286110997200012,0.2019776552915573,0.9286110997200012,0.9286110997200012,0.8766666650772095,0.3107621371746063,0.8766666650772095,0.8766666650772095
41,0.929722249507904,0.19384130835533142,0.929722249507904,0.929722249507904,0.8741666674613953,0.3101594150066376,0.8741666674613953,0.8741666674613953
42,0.9308333396911621,0.19187229871749878,0.9308333396911621,0.9308333396911621,0.878333330154419,0.30733180046081543,0.878333330154419,0.878333330154419
43,0.9424999952316284,0.17975904047489166,0.9424999952316284,0.9424999952316284,0.8774999976158142,0.30615121126174927,0.8774999976158142,0.8774999976158142
44,0.9380555748939514,0.184233158826828,0.9380555748939514,0.9380555748939514,0.8766666650772095,0.30572760105133057,0.8766666650772095,0.8766666650772095
45,0.9377777576446533,0.17641672492027283,0.9377777576446533,0.9377777576446533,0.8733333349227905,0.3024594187736511,0.8733333349227905,0.8733333349227905
46,0.9447222352027893,0.16771596670150757,0.9447222352027893,0.9447222352027893,0.8725000023841858,0.3029603064060211,0.8725000023841858,0.8725000023841858
47,0.9433333277702332,0.16251888871192932,0.9433333277702332,0.9433333277702332,0.8766666650772095,0.2995377779006958,0.8766666650772095,0.8766666650772095
48,0.9494444727897644,0.1576155126094818,0.9494444727897644,0.9494444727897644,0.8799999952316284,0.30201801657676697,0.8799999952316284,0.8799999952316284
49,0.9483333230018616,0.15205977857112885,0.9483333230018616,0.9483333230018616,0.878333330154419,0.2981455624103546,0.878333330154419,0.878333330154419
50,0.9513888955116272,0.14660394191741943,0.9513888955116272,0.9513888955116272,0.8799999952316284,0.300453245639801,0.8799999952316284,0.8799999952316284
51,0.9494444727897644,0.1464533656835556,0.9494444727897644,0.9494444727897644,0.8758333325386047,0.3000563085079193,0.8758333325386047,0.8758333325386047
52,0.9538888931274414,0.1398356556892395,0.9538888931274414,0.9538888931274414,0.8799999952316284,0.2951257526874542,0.8799999952316284,0.8799999952316284
53,0.9547222256660461,0.13310372829437256,0.9547222256660461,0.9547222256660461,0.8808333277702332,0.2944667935371399,0.8808333277702332,0.8808333277702332
54,0.9555555582046509,0.13382096588611603,0.9555555582046509,0.9555555582046509,0.8799999952316284,0.2944319546222687,0.8799999952316284,0.8799999952316284
55,0.9605555534362793,0.12198389321565628,0.9605555534362793,0.9605555534362793,0.8791666626930237,0.2947787344455719,0.8791666626930237,0.8791666626930237
56,0.961388885974884,0.11904457211494446,0.961388885974884,0.961388885974884,0.8774999976158142,0.29740020632743835,0.8774999976158142,0.8774999976158142
57,0.9630555510520935,0.1157919391989708,0.9630555510520935,0.9630555510520935,0.8808333277702332,0.2947584390640259,0.8808333277702332,0.8808333277702332
58,0.9649999737739563,0.11173263192176819,0.9649999737739563,0.9649999737739563,0.8833333253860474,0.29286572337150574,0.8833333253860474,0.8833333253860474
59,0.9674999713897705,0.10537178069353104,0.9674999713897705,0.9674999713897705,0.8799999952316284,0.2976054847240448,0.8799999952316284,0.8799999952316284
60,0.9672222137451172,0.10235265642404556,0.9672222137451172,0.9672222137451172,0.8799999952316284,0.2964034378528595,0.8799999952316284,0.8799999952316284
61,0.9691666960716248,0.09636890888214111,0.9691666960716248,0.9691666960716248,0.8841666579246521,0.2918418347835541,0.8841666579246521,0.8841666579246521
62,0.9663888812065125,0.09788797795772552,0.9663888812065125,0.9663888812065125,0.8866666555404663,0.2916490137577057,0.8866666555404663,0.8866666555404663
63,0.9713888764381409,0.0927395150065422,0.9713888764381409,0.9713888764381409,0.8858333230018616,0.291578084230423,0.8858333230018616,0.8858333230018616
64,0.9741666913032532,0.08779139071702957,0.9741666913032532,0.9741666913032532,0.8841666579246521,0.29203322529792786,0.8841666579246521,0.8841666579246521
65,0.9736111164093018,0.08651688694953918,0.9736111164093018,0.9736111164093018,0.8841666579246521,0.30247288942337036,0.8841666579246521,0.8841666579246521
66,0.9722222089767456,0.08640673011541367,0.9722222089767456,0.9722222089767456,0.8849999904632568,0.29286307096481323,0.8849999904632568,0.8849999904632568
67,0.9738888740539551,0.08467096090316772,0.9738888740539551,0.9738888740539551,0.8866666555404663,0.29350289702415466,0.8866666555404663,0.8866666555404663
68,0.9780555367469788,0.07502210885286331,0.9780555367469788,0.9780555367469788,0.8866666555404663,0.30176323652267456,0.8866666555404663,0.8866666555404663
69,0.9819444417953491,0.0678589791059494,0.9819444417953491,0.9819444417953491,0.887499988079071,0.3006529211997986,0.887499988079071,0.887499988079071
70,0.9802777767181396,0.0678836926817894,0.9802777767181396,0.9802777767181396,0.8841666579246521,0.2968446612358093,0.8841666579246521,0.8841666579246521
71,0.9800000190734863,0.06401432305574417,0.9800000190734863,0.9800000190734863,0.8833333253860474,0.29614371061325073,0.8833333253860474,0.8833333253860474
72,0.9819444417953491,0.06200864166021347,0.9819444417953491,0.9819444417953491,0.8858333230018616,0.3110780715942383,0.8858333230018616,0.8858333230018616
73,0.9827777743339539,0.058480069041252136,0.9827777743339539,0.9827777743339539,0.8841666579246521,0.30114027857780457,0.8841666579246521,0.8841666579246521
74,0.9836111068725586,0.0565970279276371,0.9836111068725586,0.9836111068725586,0.8824999928474426,0.29952937364578247,0.8824999928474426,0.8824999928474426
75,0.9816666841506958,0.05866013839840889,0.9816666841506958,0.9816666841506958,0.8858333230018616,0.3065919876098633,0.8858333230018616,0.8858333230018616
76,0.9844444394111633,0.052524544298648834,0.9844444394111633,0.9844444394111633,0.8841666579246521,0.3072732090950012,0.8841666579246521,0.8841666579246521
77,0.9830555319786072,0.05320720002055168,0.9830555319786072,0.9830555319786072,0.89083331823349,0.31491851806640625,0.89083331823349,0.89083331823349
78,0.9833333492279053,0.05328328162431717,0.9833333492279053,0.9833333492279053,0.8866666555404663,0.3146030902862549,0.8866666555404663,0.8866666555404663
79,0.9861111044883728,0.049379460513591766,0.9861111044883728,0.9861111044883728,0.8849999904632568,0.30894508957862854,0.8849999904632568,0.8849999904632568
80,0.9844444394111633,0.046632152050733566,0.9844444394111633,0.9844444394111633,0.887499988079071,0.318445086479187,0.887499988079071,0.887499988079071
81,0.9847221970558167,0.04633279889822006,0.9847221970558167,0.9847221970558167,0.8824999928474426,0.3168712854385376,0.8824999928474426,0.8824999928474426
82,0.9844444394111633,0.045110899955034256,0.9844444394111633,0.9844444394111633,0.887499988079071,0.32324257493019104,0.887499988079071,0.887499988079071
83,0.9877777695655823,0.04166264086961746,0.9877777695655823,0.9877777695655823,0.8866666555404663,0.31783735752105713,0.8866666555404663,0.8866666555404663
84,0.9877777695655823,0.03866128996014595,0.9877777695655823,0.9877777695655823,0.8841666579246521,0.3184790015220642,0.8841666579246521,0.8841666579246521
85,0.9844444394111633,0.04317157343029976,0.9844444394111633,0.9844444394111633,0.887499988079071,0.3265696167945862,0.887499988079071,0.887499988079071
86,0.987500011920929,0.041533324867486954,0.987500011920929,0.987500011920929,0.8866666555404663,0.3248805105686188,0.8866666555404663,0.8866666555404663
87,0.9905555844306946,0.035641830414533615,0.9905555844306946,0.9905555844306946,0.8849999904632568,0.3251611888408661,0.8849999904632568,0.8849999904632568
88,0.9925000071525574,0.03252566605806351,0.9925000071525574,0.9925000071525574,0.887499988079071,0.33125588297843933,0.887499988079071,0.887499988079071
89,0.9891666769981384,0.03462518751621246,0.9891666769981384,0.9891666769981384,0.8824999928474426,0.33003368973731995,0.8824999928474426,0.8824999928474426
90,0.9902777671813965,0.03540818393230438,0.9902777671813965,0.9902777671813965,0.8841666579246521,0.33450937271118164,0.8841666579246521,0.8841666579246521
91,0.992222249507904,0.029354644939303398,0.992222249507904,0.992222249507904,0.8841666579246521,0.33813899755477905,0.8841666579246521,0.8841666579246521
92,0.9927777647972107,0.028381353244185448,0.9927777647972107,0.9927777647972107,0.8816666603088379,0.3417339026927948,0.8816666603088379,0.8816666603088379
93,0.9933333396911621,0.028308654204010963,0.9933333396911621,0.9933333396911621,0.8849999904632568,0.3400019109249115,0.8849999904632568,0.8849999904632568
94,0.991944432258606,0.03066946752369404,0.991944432258606,0.991944432258606,0.8883333206176758,0.3418082892894745,0.8883333206176758,0.8883333206176758
95,0.9952777624130249,0.023058708757162094,0.9952777624130249,0.9952777624130249,0.8841666579246521,0.34458455443382263,0.8841666579246521,0.8841666579246521
96,0.9927777647972107,0.028227848932147026,0.9927777647972107,0.9927777647972107,0.8883333206176758,0.35803553462028503,0.8883333206176758,0.8883333206176758
97,0.9925000071525574,0.023738617077469826,0.9925000071525574,0.9925000071525574,0.8858333230018616,0.3514941930770874,0.8858333230018616,0.8858333230018616
98,0.9933333396911621,0.02383381687104702,0.9933333396911621,0.9933333396911621,0.8891666531562805,0.36271485686302185,0.8891666531562805,0.8891666531562805
99,0.9950000047683716,0.020857946947216988,0.9950000047683716,0.9950000047683716,0.8833333253860474,0.35533472895622253,0.8833333253860474,0.8833333253860474
100,0.9936110973358154,0.022863591089844704,0.9936110973358154,0.9936110973358154,0.8833333253860474,0.3548836410045624,0.8833333253860474,0.8833333253860474
101,0.991944432258606,0.026136118918657303,0.991944432258606,0.991944432258606,0.8849999904632568,0.3693462312221527,0.8849999904632568,0.8849999904632568
102,0.9944444298744202,0.02138405852019787,0.9944444298744202,0.9944444298744202,0.89083331823349,0.3716781735420227,0.89083331823349,0.89083331823349
103,0.995555579662323,0.019893981516361237,0.995555579662323,0.995555579662323,0.8891666531562805,0.4064054489135742,0.8891666531562805,0.8891666531562805
104,0.9941666722297668,0.020266130566596985,0.9941666722297668,0.9941666722297668,0.8858333230018616,0.36984193325042725,0.8858333230018616,0.8858333230018616
105,0.9944444298744202,0.021604619920253754,0.9944444298744202,0.9944444298744202,0.8883333206176758,0.3732336163520813,0.8883333206176758,0.8883333206176758
106,0.9952777624130249,0.01754325069487095,0.9952777624130249,0.9952777624130249,0.8933333158493042,0.3819569945335388,0.8933333158493042,0.8933333158493042
107,0.9975000023841858,0.015586340799927711,0.9975000023841858,0.9975000023841858,0.8933333158493042,0.39193159341812134,0.8933333158493042,0.8933333158493042
108,0.9969444274902344,0.016212351620197296,0.9969444274902344,0.9969444274902344,0.887499988079071,0.3764222264289856,0.887499988079071,0.887499988079071
109,0.9950000047683716,0.018897322937846184,0.9950000047683716,0.9950000047683716,0.887499988079071,0.38093218207359314,0.887499988079071,0.887499988079071
110,0.9963889122009277,0.01636793650686741,0.9963889122009277,0.9963889122009277,0.8941666483879089,0.3737289011478424,0.8941666483879089,0.8941666483879089
111,0.9958333373069763,0.01672416180372238,0.9958333373069763,0.9958333373069763,0.8883333206176758,0.40464338660240173,0.8883333206176758,0.8883333206176758
112,0.9963889122009277,0.01522903237491846,0.9963889122009277,0.9963889122009277,0.8891666531562805,0.40085020661354065,0.8891666531562805,0.8891666531562805
113,0.9947222471237183,0.015700681135058403,0.9947222471237183,0.9947222471237183,0.8883333206176758,0.3823689818382263,0.8883333206176758,0.8883333206176758
114,0.995555579662323,0.014264165423810482,0.995555579662323,0.995555579662323,0.8891666531562805,0.39721375703811646,0.8891666531562805,0.8891666531562805
115,0.995555579662323,0.01601928099989891,0.995555579662323,0.995555579662323,0.8883333206176758,0.390665739774704,0.8883333206176758,0.8883333206176758
116,0.9950000047683716,0.016611961647868156,0.9950000047683716,0.9950000047683716,0.89083331823349,0.42187026143074036,0.89083331823349,0.89083331823349
117,0.9961110949516296,0.014462999999523163,0.9961110949516296,0.9961110949516296,0.8899999856948853,0.4025301933288574,0.8899999856948853,0.8899999856948853
118,0.9961110949516296,0.012525364756584167,0.9961110949516296,0.9961110949516296,0.8891666531562805,0.41067588329315186,0.8891666531562805,0.8891666531562805
119,0.995555579662323,0.015873726457357407,0.995555579662323,0.995555579662323,0.8933333158493042,0.42390331625938416,0.8933333158493042,0.8933333158493042
120,0.9963889122009277,0.012879542075097561,0.9963889122009277,0.9963889122009277,0.8949999809265137,0.41452884674072266,0.8949999809265137,0.8949999809265137
121,0.9947222471237183,0.014237462542951107,0.9947222471237183,0.9947222471237183,0.887499988079071,0.4142012298107147,0.887499988079071,0.887499988079071
122,0.9977777600288391,0.01155047956854105,0.9977777600288391,0.9977777600288391,0.8891666531562805,0.4190993309020996,0.8891666531562805,0.8891666531562805
123,0.9972222447395325,0.009864609688520432,0.9972222447395325,0.9972222447395325,0.8916666507720947,0.42408260703086853,0.8916666507720947,0.8916666507720947
124,0.9952777624130249,0.01465498749166727,0.9952777624130249,0.9952777624130249,0.8849999904632568,0.4070499539375305,0.8849999904632568,0.8849999904632568
0,0.5372222065925598,0.6833029389381409,0.5372222065925598,0.5372222065925598,0.5216666460037231,0.6785956025123596,0.5216666460037231,0.5216666460037231
1,0.5849999785423279,0.6631864905357361,0.5849999785423279,0.5849999785423279,0.659166693687439,0.6599833965301514,0.659166693687439,0.659166693687439
2,0.7002778053283691,0.6326166391372681,0.7002778053283691,0.7002778053283691,0.7475000023841858,0.6274875402450562,0.7475000023841858,0.7475000023841858
3,0.7488889098167419,0.5888504981994629,0.7488889098167419,0.7488889098167419,0.7608333230018616,0.5773277282714844,0.7608333230018616,0.7608333230018616
4,0.7633333206176758,0.5372284650802612,0.7633333206176758,0.7633333206176758,0.7683333158493042,0.5264798402786255,0.7683333158493042,0.7683333158493042
5,0.7861111164093018,0.48999276757240295,0.7861111164093018,0.7861111164093018,0.7883333563804626,0.4896477162837982,0.7883333563804626,0.7883333563804626
6,0.7922222018241882,0.46450871229171753,0.7922222018241882,0.7922222018241882,0.7925000190734863,0.4678407907485962,0.7925000190734863,0.7925000190734863
7,0.8041666746139526,0.44702693819999695,0.8041666746139526,0.8041666746139526,0.8083333373069763,0.45384693145751953,0.8083333373069763,0.8083333373069763
8,0.8100000023841858,0.4352591931819916,0.8100000023841858,0.8100000023841858,0.8083333373069763,0.44338852167129517,0.8083333373069763,0.8083333373069763
9,0.8141666650772095,0.42358070611953735,0.8141666650772095,0.8141666650772095,0.8125,0.4354185461997986,0.8125,0.8125
10,0.8208333253860474,0.41656729578971863,0.8208333253860474,0.8208333253860474,0.8116666674613953,0.4281996786594391,0.8116666674613953,0.8116666674613953
11,0.8252778053283691,0.4047270119190216,0.8252778053283691,0.8252778053283691,0.8208333253860474,0.42162418365478516,0.8208333253860474,0.8208333253860474
12,0.8280555605888367,0.3967234492301941,0.8280555605888367,0.8280555605888367,0.8216666579246521,0.41546520590782166,0.8216666579246521,0.8216666579246521
13,0.835277795791626,0.385954350233078,0.835277795791626,0.835277795791626,0.82833331823349,0.40948235988616943,0.82833331823349,0.82833331823349
14,0.836388885974884,0.3794178366661072,0.836388885974884,0.836388885974884,0.8308333158493042,0.40424779057502747,0.8308333158493042,0.8308333158493042
