epoch,accuracy,loss,precision_49,recall_49,val_accuracy,val_loss,val_precision_49,val_recall_49
0,0.5147222280502319,0.24641089141368866,0.6480447053909302,0.06444444507360458,0.5074999928474426,0.2465643584728241,0.7647058963775635,0.021666666492819786
1,0.5174999833106995,0.2425994575023651,0.7172414064407349,0.057777777314186096,0.5741666555404663,0.24278482794761658,0.7798742055892944,0.20666666328907013
2,0.5613889098167419,0.23757654428482056,0.7461024522781372,0.18611110746860504,0.684166669845581,0.23758190870285034,0.7575757503509521,0.5416666865348816
3,0.6677777767181396,0.22913292050361633,0.7603448033332825,0.49000000953674316,0.7083333134651184,0.22880320250988007,0.732342004776001,0.6566666960716248
4,0.7177777886390686,0.2170642614364624,0.7506393790245056,0.652222216129303,0.7350000143051147,0.21518516540527344,0.7210031151771545,0.7666666507720947
5,0.7491666674613953,0.19880226254463196,0.7438825368881226,0.7599999904632568,0.7608333230018616,0.1959475725889206,0.756137490272522,0.7699999809265137
6,0.7649999856948853,0.1810796558856964,0.7545357346534729,0.7855555415153503,0.7683333158493042,0.1796073466539383,0.7571884989738464,0.7900000214576721
7,0.7761111259460449,0.1676110029220581,0.7704026103019714,0.7866666913032532,0.7716666460037231,0.16844996809959412,0.7554858922958374,0.8033333420753479
8,0.788611114025116,0.1584489494562149,0.7871752381324768,0.7911111116409302,0.7749999761581421,0.15969333052635193,0.7669903039932251,0.7900000214576721
9,0.8030555844306946,0.14963962137699127,0.8073239326477051,0.7961111068725586,0.7883333563804626,0.15316998958587646,0.7892976403236389,0.7866666913032532
10,0.8027777671813965,0.14485782384872437,0.8065241575241089,0.79666668176651,0.7975000143051147,0.1481250673532486,0.8299445509910583,0.7483333349227905
11,0.8052777647972107,0.14134028553962708,0.8145391941070557,0.7905555367469788,0.8058333396911621,0.14444859325885773,0.8247787356376648,0.7766666412353516
12,0.820277750492096,0.1344461590051651,0.8318940997123718,0.8027777671813965,0.8066666722297668,0.14156386256217957,0.8150684833526611,0.7933333516120911
13,0.8133333325386047,0.1331726610660553,0.821550726890564,0.8005555272102356,0.8125,0.13899150490760803,0.8194207549095154,0.8016666769981384
14,0.8286111354827881,0.1283576488494873,0.8405296206474304,0.8111110925674438,0.8191666603088379,0.13528132438659668,0.8513761758804321,0.7733333110809326
15,0.8308333158493042,0.12623140215873718,0.8420448303222656,0.8144444227218628,0.8216666579246521,0.1330481916666031,0.8446428775787354,0.7883333563804626
16,0.8391666412353516,0.12224830687046051,0.8559767007827759,0.8155555725097656,0.8241666555404663,0.13204258680343628,0.8302206993103027,0.8149999976158142
17,0.8463888764381409,0.1187678799033165,0.8618688583374023,0.824999988079071,0.8291666507720947,0.12884387373924255,0.8545780777931213,0.7933333516120911
18,0.851111114025116,0.11625823378562927,0.8700234293937683,0.8255555629730225,0.8341666460037231,0.12666437029838562,0.8678898811340332,0.7883333563804626
19,0.8550000190734863,0.1130797490477562,0.8697916865348816,0.8349999785423279,0.8383333086967468,0.12478256225585938,0.8844696879386902,0.778333306312561
20,0.8586111068725586,0.10969600081443787,0.874637246131897,0.8372222185134888,0.8424999713897705,0.12280496954917908,0.8826815485954285,0.7900000214576721
21,0.8605555295944214,0.10820216685533524,0.8764501214027405,0.8394444584846497,0.8441666960716248,0.12134125083684921,0.8747731447219849,0.8033333420753479
22,0.8647222518920898,0.10544641315937042,0.8796992301940918,0.8450000286102295,0.8450000286102295,0.11953312158584595,0.8890977501869202,0.7883333563804626
23,0.8688889145851135,0.10380636155605316,0.8855981230735779,0.8472222089767456,0.8491666913032532,0.1183224767446518,0.8747763633728027,0.8149999976158142
24,0.8758333325386047,0.1007177084684372,0.896774172782898,0.8494444489479065,0.8450000286102295,0.1193261370062828,0.8473154306411743,0.8416666388511658
25,0.8788889050483704,0.0985184907913208,0.901648998260498,0.8505555391311646,0.846666693687439,0.11683323979377747,0.8561643958091736,0.8333333134651184
26,0.8819444179534912,0.09682530909776688,0.8967109322547913,0.8633333444595337,0.8558333516120911,0.11397238075733185,0.8874773383140564,0.8149999976158142
27,0.8861111402511597,0.09555624425411224,0.9031322598457336,0.8650000095367432,0.8575000166893005,0.11266601830720901,0.9054820537567139,0.7983333468437195
28,0.8894444704055786,0.09098955243825912,0.9070847630500793,0.8677777647972107,0.8583333492279053,0.11153345555067062,0.9087452292442322,0.79666668176651
29,0.8888888955116272,0.08860761672258377,0.9055619835853577,0.8683333396911621,0.8600000143051147,0.11039961129426956,0.8870967626571655,0.824999988079071
30,0.8913888931274414,0.08685296028852463,0.9131965041160583,0.8650000095367432,0.8633333444595337,0.10933960974216461,0.8892857432365417,0.8299999833106995
31,0.8961111307144165,0.08520032465457916,0.9135730862617493,0.875,0.8650000095367432,0.10841754823923111,0.8882978558540344,0.8349999785423279
32,0.9024999737739563,0.08373444527387619,0.9204875230789185,0.8811110854148865,0.8675000071525574,0.10722018033266068,0.8944543600082397,0.8333333134651184
33,0.902222216129303,0.08148644864559174,0.9175317287445068,0.8838889002799988,0.8633333444595337,0.10584695637226105,0.9082397222518921,0.8083333373069763
34,0.9113888740539551,0.07632479071617126,0.9292753338813782,0.8905555605888367,0.8658333420753479,0.1049327626824379,0.9133710265159607,0.8083333373069763
35,0.9108333587646484,0.07649103552103043,0.923782229423523,0.8955555558204651,0.871666669845581,0.10422027111053467,0.8926056623458862,0.8450000286102295
36,0.9077777862548828,0.07520689815282822,0.923298716545105,0.8894444704055786,0.8683333396911621,0.10306741297245026,0.9169811606407166,0.8100000023841858
